business_id,stars,review_count,parking_availability_score,enhanced_parking_score,has_parking,price_range,total_reviews,avg_review_stars,review_engagement,rating_consistency,is_restaurant,parking_mentions,parking_positive_sentiment,parking_negative_sentiment,free_parking_mentions,valet_mentions,has_good_parking,is_highly_rated,split
o9dB3ptlB9qdiOvJzMeSLw,3.5,173,2,2.5,1,2.0,183,3.344262295081968,1.7377049180327868,1.6666666666666667,1,12,0,0,0,0,0,0,train
ftvJpV1dX9a_pd0e72nB5g,4.5,32,1,3.0,1,,32,4.46875,1.1875,1.6666666666666667,1,4,1,0,1,0,1,1,train
yIo459QOqyvzkkLHWdg5Vw,4.0,20,2,2.5,1,1.0,20,4.0,4.45,1.6666666666666667,1,20,0,0,0,0,0,1,train
sDiOC94fzTkk-Sj1ZjSqqg,1.5,20,2,2.0,1,1.0,21,1.5238095238095235,1.1904761904761905,1.6666666666666667,1,4,0,0,0,0,0,0,train
Sta8MzuLQAMEiGn0DQaXvg,4.0,157,2,2.0,1,2.0,173,3.8034682080924855,2.086705202312139,1.6666666666666667,1,5,0,0,0,0,0,0,train
PloafcZfJpOLZ39LuM9AOA,2.5,45,3,3.0,1,,45,2.7111111111111112,4.355555555555555,1.6666666666666667,1,4,0,0,0,0,1,0,prod
DmkUXt42gLCFsQh_MVsAqw,3.5,60,2,2.5,1,2.0,62,3.467741935483871,1.6612903225806452,1.6666666666666667,1,8,0,0,0,0,0,0,prod
uRd7FZswDJ17-G-xQACLmw,4.5,18,2,2.0,1,1.0,18,4.555555555555555,3.888888888888889,1.6666666666666667,1,2,0,0,0,0,0,1,train
czJM3pm_cAbz8Ohr7vGtJQ,2.5,282,2,2.5,1,2.0,297,2.6026936026936025,1.2760942760942762,1.6666666666666667,1,30,0,0,0,0,0,0,prod
zHJ5Ppr5Ru0IFORwG7kekA,4.0,45,2,2.0,1,1.0,46,3.9565217391304346,0.782608695652174,1.6666666666666667,1,4,0,0,0,0,0,0,prod
hh6t95hiS-RqRt6bEz1SPw,4.0,72,3,3.5,1,4.0,74,4.108108108108108,4.716216216216216,1.6666666666666667,1,12,0,0,0,0,1,1,prod
mC_m-4k9Xo1kzjSL0w7uoA,4.5,225,3,3.5,1,1.0,244,4.438524590163935,1.9508196721311477,1.6666666666666667,1,13,0,0,0,0,1,1,train
F0Q9o6yuYh8f0DYl1RFjxQ,3.5,410,3,4.0,1,2.0,423,3.699763593380615,1.3144208037825058,1.6666666666666667,1,20,2,0,0,0,1,0,test
VWv4CJ1zxPA_o7VBXGYIcg,3.0,257,2,3.0,1,2.0,274,3.2372262773722627,1.8613138686131387,1.6666666666666667,1,27,1,0,0,0,1,0,prod
jr1PQwG2r6je2WcdDJ9rNA,1.5,13,3,3.0,1,1.0,14,1.6428571428571428,1.0,1.6666666666666667,1,1,0,0,0,0,1,0,train
fsN_2_fPp3b6W9RFpHAKjg,3.5,50,2,2.0,1,2.0,50,3.52,2.46,1.6666666666666667,1,4,0,0,0,0,0,0,prod
FQx1xOgEA28JalDzPvzBYg,3.5,23,2,2.0,1,,23,3.4347826086956523,2.0,1.6666666666666667,1,4,0,0,0,0,0,0,train
2UtP4mly2LFZpXtqiwb24g,4.0,30,2,2.0,1,2.0,31,3.870967741935484,1.870967741935484,1.6666666666666667,1,5,0,0,0,0,0,0,test
Fbi_W-EQqJ6Ay5_5UGnO5A,2.0,277,2,3.0,1,2.0,289,2.169550173010381,2.4394463667820068,1.6666666666666667,1,37,4,0,0,0,1,0,prod
2r0yqvud0zn-d9xvE8hbNA,4.0,34,2,2.0,1,2.0,36,3.861111111111111,2.7777777777777777,1.6666666666666667,1,5,0,0,0,0,0,0,prod
YJVXMOIKhJjQczWj9YTwrg,4.5,230,1,1.5,1,2.0,237,4.70042194092827,1.810126582278481,1.6666666666666667,1,28,0,0,0,0,0,1,prod
gVuzYJvei8rVDCLmhWBZ2Q,3.0,422,3,3.5,1,2.0,447,2.859060402684564,3.21923937360179,1.6666666666666667,1,27,0,0,0,0,1,0,prod
49exUQjvrWTmhfLxSMI3HA,2.5,26,2,2.5,1,1.0,26,2.6538461538461537,0.8076923076923077,1.6666666666666667,1,7,0,0,0,0,0,0,prod
fLeD_h6uD4yEN2ciI08RiA,4.5,97,2,2.5,1,1.0,100,4.61,2.91,1.6666666666666667,1,11,0,0,0,0,0,1,train
S9tdibDgtvdWLiyINyi4nw,4.0,134,3,3.5,1,2.0,143,3.7902097902097904,0.902097902097902,1.6666666666666667,1,11,0,0,0,0,1,0,prod
Uy0r4bzRmY5LFtDfzNgkag,4.0,375,2,3.0,1,2.0,388,4.15979381443299,1.577319587628866,1.6666666666666667,1,22,1,0,0,0,1,1,train
3Mvdk_k1d1RBrWxSx2jRJA,3.5,60,2,2.0,1,1.0,61,3.6885245901639343,0.8360655737704918,1.6666666666666667,1,4,0,0,0,0,0,0,prod
sKbljlVu_u5KsjN6xmzrtg,4.0,86,2,2.5,1,1.0,89,3.932584269662921,0.6067415730337079,1.6666666666666667,1,11,0,0,0,0,0,0,train
SGp9Bg7Y2UCErFMGnbMGWA,4.5,150,2,2.5,1,2.0,156,4.301282051282051,1.8397435897435896,1.6666666666666667,1,9,0,0,0,0,0,1,prod
-fciE0b98A43i04VIEDlgw,3.0,10,2,3.0,1,2.0,11,3.0,2.090909090909091,1.6666666666666667,1,2,1,0,0,0,1,0,train
CziOtnFSklimJnBgksDDwA,3.5,1069,3,3.5,1,2.0,1097,3.3701002734731085,1.1905195989061077,1.6666666666666667,1,24,0,0,0,0,1,0,train
3UISiTkFWPenZYdNDfIsHg,4.5,102,2,3.0,1,2.0,109,4.293577981651376,2.440366972477064,1.6666666666666667,1,4,1,0,0,0,1,1,train
24f-qQokEN2UvBNHMWLm3A,3.5,1460,1,1.5,1,3.0,1485,3.2902356902356904,1.8444444444444448,1.6666666666666667,1,17,0,0,0,0,0,0,val
hoYmmOhTurx1GdrER9gykQ,4.0,44,2,2.0,1,1.0,46,4.108695652173913,0.6956521739130435,1.6666666666666667,1,5,0,0,0,0,0,1,test
Qd4IwlrHSPCVLorGs5RERg,2.0,23,2,2.0,1,1.0,23,2.0,5.608695652173913,1.6666666666666667,1,1,0,0,0,0,0,0,prod
rQ1t0zD_TBTqCF06By_UgA,2.5,40,1,3.0,1,2.0,40,2.7,2.4,1.6666666666666667,1,5,1,0,1,0,1,0,train
FE9FPEscZr74rraai2-GMg,3.5,302,2,3.5,1,2.0,318,3.6855345911949686,1.4654088050314464,1.6666666666666667,1,26,0,0,1,0,1,0,test
amh-4z1fZWPbH3rMiwFvrg,2.0,58,2,2.0,1,1.0,59,2.016949152542373,1.6271186440677967,1.6666666666666667,1,4,0,0,0,0,0,0,val
KdmepBjShqm-8twsvA3Q7A,3.5,118,2,2.5,1,2.0,124,3.540322580645161,1.2016129032258065,1.6666666666666667,1,11,0,0,0,0,0,0,train
U_U6C9AF7xmQijTTUFRzkQ,3.5,662,1,1.5,1,2.0,670,3.749253731343284,0.6656716417910448,1.6666666666666667,1,10,0,0,0,0,0,0,train
WNqqyUtEmrqCBEHNV9sj5Q,4.0,390,1,1.5,1,2.0,412,3.783980582524272,1.0655339805825244,1.6666666666666667,1,12,0,0,0,0,0,0,prod
r9sFTXBUGSYB7orbyY0PLw,4.0,68,3,3.5,1,2.0,73,4.136986301369863,0.8904109589041096,1.6666666666666667,1,13,0,0,0,0,1,1,prod
DW4ST1K1QWMangu5pUROSQ,3.5,45,2,2.5,1,,46,3.4565217391304346,0.6739130434782609,1.6666666666666667,1,10,0,0,0,0,0,0,train
Q4q9xFDxErreYTMrRshP_Q,3.5,89,2,2.5,1,1.0,93,3.5806451612903225,0.4623655913978494,1.6666666666666667,1,9,0,0,0,0,0,0,prod
G7KCj6NG-RIFKVcdPQGD9w,3.5,87,2,2.5,1,1.0,91,3.7472527472527473,1.032967032967033,1.6666666666666667,1,13,0,0,0,0,0,0,test
ft6I8fOrKQtVdM_trVXk8A,3.5,217,1,1.5,1,2.0,224,3.59375,2.125,1.6666666666666667,1,14,0,0,0,0,0,0,train
a24bmNPatJARqO1H4QnWgQ,3.0,26,2,2.0,1,2.0,26,2.769230769230769,0.8076923076923077,1.6666666666666667,1,3,0,0,0,0,0,0,val
DcWGWEN_F1Ee0cFq6CxiEw,4.0,99,2,2.5,1,2.0,105,4.257142857142857,1.6476190476190475,1.6666666666666667,1,8,0,0,0,0,0,1,train
Cx3G-kw4kYtlcig8yG7fWw,1.5,57,2,2.5,1,1.0,64,1.5625,1.15625,1.6666666666666667,1,8,0,0,0,0,0,0,prod
KIspL2N4IBtk-gj940XWMw,3.0,26,1,1.0,1,1.0,27,3.259259259259259,1.4444444444444444,1.6666666666666667,1,3,0,0,0,0,0,0,train
Yll7kUVI7j0gArBMQKpEaQ,4.0,125,3,5.0,1,1.0,133,3.954887218045113,2.1954887218045114,1.6666666666666667,1,11,1,0,1,0,1,0,train
i92ouDpINZXfL5gov7I5Kw,2.5,21,2,2.0,1,1.0,21,2.380952380952381,0.4761904761904761,1.6666666666666667,1,0,0,0,0,0,0,0,prod
i943AcReAf5-1OjVOZdPSg,4.5,94,2,3.0,1,1.0,98,4.316326530612245,1.4489795918367347,1.6666666666666667,1,10,1,0,0,0,1,1,val
8VhFYV-IZQuzWteF0qWqyg,3.5,48,2,2.0,1,2.0,49,3.3877551020408165,0.7755102040816326,1.6666666666666667,1,1,0,0,0,0,0,0,prod
6wOkgfCg1G8XOJJhOvlfNQ,3.5,151,1,1.0,1,1.0,156,3.717948717948718,1.0961538461538465,1.6666666666666667,1,3,0,0,0,0,0,0,prod
mbLGSd7RYD2CDmBgpbHfTQ,3.0,74,2,2.5,1,1.0,76,2.921052631578948,1.7105263157894737,1.6666666666666667,1,8,0,0,0,0,0,0,prod
rM_UR_odsWa-LyXMPczfdw,3.0,70,2,4.0,1,2.0,75,2.96,1.0533333333333332,1.6666666666666667,1,12,1,0,1,0,1,0,train
qoD6-nDDfEuNPRJipJxpOA,4.0,169,1,2.5,1,2.0,172,4.25,1.0406976744186047,1.6666666666666667,1,22,0,0,1,0,0,1,prod
5PgAVDBPBdH1MqwoXYGHEg,4.0,59,3,4.0,1,2.0,61,4.245901639344262,3.5245901639344264,1.6666666666666667,1,7,1,0,0,0,1,1,train
JjUNJCyGQlCxMwOJ9OLdiA,3.0,65,2,2.5,1,1.0,67,3.149253731343284,2.611940298507463,1.6666666666666667,1,6,0,0,0,0,0,0,train
HqgMCVe-jvlP0kT93M_5Sg,4.0,317,2,2.5,1,1.0,331,4.13595166163142,2.5196374622356497,1.6666666666666667,1,14,0,0,0,0,0,1,prod
IBD5LblUt1WimSqsbjSGAg,2.5,13,2,2.0,1,1.0,15,2.4,0.4,1.6666666666666667,1,0,0,0,0,0,0,0,prod
kDgbRdOh-TEInfcumtfwrA,3.0,99,2,3.5,1,1.0,105,3.2,2.1619047619047618,1.6666666666666667,1,8,0,0,1,0,1,0,prod
UGMIzqfga5uLqMct6Lkn_g,3.0,18,2,2.0,1,1.0,18,2.7777777777777777,3.888888888888889,1.6666666666666667,1,0,0,0,0,0,0,0,prod
wK2IixmZUOEFGz1QZqR99Q,4.0,75,1,1.5,1,2.0,76,4.2368421052631575,7.828947368421052,1.6666666666666667,1,10,0,0,0,0,0,1,prod
HjTJvu5Yy0Qe93fmJJoKrw,2.0,18,2,2.5,1,1.0,20,1.95,0.15,1.6666666666666667,1,6,0,0,0,0,0,0,train
X1aAjsufci2ibaxSbhFl4Q,4.5,51,2,2.5,1,2.0,51,4.627450980392157,2.313725490196078,1.6666666666666667,1,19,0,0,0,0,0,1,val
uxCqDFC0B0SaOnL4DMEhUg,3.5,63,2,2.0,1,2.0,64,3.359375,1.21875,1.6666666666666667,1,5,0,0,0,0,0,0,train
nP1HqTxrDQD-psxUCLrpkQ,4.0,159,2,2.5,1,1.0,168,4.059523809523809,1.8333333333333333,1.6666666666666667,1,13,0,0,0,0,0,1,prod
bVaRZDHkWdsHuARGxxpREw,4.5,97,1,2.0,1,2.0,98,4.540816326530612,2.020408163265306,1.6666666666666667,1,10,1,0,0,0,0,1,prod
wMQkdK2aNMvq2xoojC98Mw,3.0,224,1,1.5,1,1.0,231,3.1471861471861478,1.4978354978354975,1.6666666666666667,1,11,0,0,0,0,0,0,train
ObHsdZKeFSvoPJT8D0r1yA,3.5,734,1,2.5,1,2.0,753,3.638778220451527,1.3519256308100929,1.6666666666666667,1,15,0,0,1,0,0,0,train
NCHUoBAMTDqI754PICPN9A,3.0,99,1,1.5,1,1.0,104,3.1923076923076925,1.2596153846153846,1.6666666666666667,1,9,0,0,0,0,0,0,test
Eqi2V_B5Ay-6dUT45sqNGg,2.5,41,1,1.5,1,1.0,44,2.363636363636364,1.2272727272727273,1.6666666666666667,1,9,0,0,0,0,0,0,val
8crJAfMgFRYwglnPquLZQA,4.5,15,1,2.0,1,,15,4.666666666666667,2.4,1.6666666666666667,1,1,0,0,1,0,0,1,train
t99FUZpRk5eMd1G33T-05Q,4.0,105,2,3.0,1,1.0,106,4.188679245283019,2.2452830188679247,1.6666666666666667,1,11,1,0,0,0,1,1,train
tAyEk5tp3qlzzYiaYRzjJg,3.5,16,2,2.0,1,2.0,16,3.3125,1.0,1.6666666666666667,1,1,0,0,0,0,0,0,test
DZz6zpI_eKcNyTPhfkF8dw,4.0,12,2,2.0,1,1.0,12,4.0,2.25,1.6666666666666667,1,5,0,0,0,0,0,1,train
6wpBGLsJaaox7ab4wrGXLA,2.5,129,2,3.0,1,2.0,133,2.43609022556391,2.3157894736842106,1.6666666666666667,1,12,0,0,0,2,1,0,prod
iKLhnstKcsUILIaOHwhJ8Q,4.5,152,2,2.5,1,1.0,162,4.351851851851852,1.654320987654321,1.6666666666666667,1,16,0,0,0,0,0,1,prod
fqkEU1N-Q4Yxa1wbXRGpEw,4.0,126,3,2.0,1,1.0,131,3.8396946564885495,0.9770992366412212,1.6666666666666667,1,26,0,1,0,0,0,0,test
MwwCeoby8xfACNV2TpwETg,4.0,163,2,3.0,1,2.0,169,4.1301775147929,1.6745562130177514,1.6666666666666667,1,12,1,0,0,0,1,1,prod
WvgJqOHxM0LESJrPZIoXWg,4.0,204,1,1.5,1,3.0,215,4.116279069767442,3.632558139534884,1.6666666666666667,1,9,0,0,0,0,0,1,train
9vxRTTRGxX4EthzqI7QgCw,4.0,60,2,2.5,1,1.0,63,4.015873015873016,1.6825396825396826,1.6666666666666667,1,6,0,0,0,0,0,1,val
TKPAyOWcexkpVHPCdYTNmQ,4.5,209,1,1.5,1,2.0,213,4.586854460093897,1.7089201877934272,1.6666666666666667,1,8,0,0,0,0,0,1,val
8wjRidyw7pqepAf5MncA-g,4.0,109,2,3.0,1,2.0,118,4.203389830508475,1.2627118644067796,1.6666666666666667,1,24,2,0,0,0,1,1,prod
snTpO07JxjGhwJbE4RDFIA,4.5,949,1,1.5,1,2.0,969,4.252837977296181,1.0,1.6666666666666667,1,10,0,0,0,0,0,1,prod
WnT9NIzQgLlILjPT0kEcsQ,4.5,35,1,1.0,1,2.0,35,4.514285714285714,1.2,1.6666666666666667,1,2,0,0,0,0,0,1,train
sbPJPw8rlJBJsJC1G5OZaQ,3.5,32,2,2.5,1,2.0,34,3.5294117647058822,2.617647058823529,1.6666666666666667,1,17,0,0,0,0,0,0,prod
kU4cc79XzJfB1sIRmA09ZQ,3.5,80,2,3.0,1,2.0,85,3.541176470588235,0.9882352941176472,1.6666666666666667,1,17,1,0,0,0,1,0,prod
c8R7kt6bpkc--N7l7V3OfA,3.0,157,3,4.0,1,2.0,164,3.2195121951219514,1.5121951219512195,1.6666666666666667,1,17,1,0,0,0,1,0,prod
be3zUGYBDBr-mkU70rPFZA,2.5,76,2,3.0,1,2.0,77,2.5584415584415585,2.6493506493506493,1.6666666666666667,1,9,1,0,0,0,1,0,train
5l846geLhOhMHqi4LdgtjA,3.5,142,2,2.5,1,2.0,149,3.228187919463087,0.6912751677852349,1.6666666666666667,1,23,0,0,0,0,0,0,val
jjim_9elnNFCShf8WfoX3w,4.5,29,1,1.5,1,1.0,29,4.551724137931035,2.310344827586207,1.6666666666666667,1,18,0,0,0,0,0,1,train
QBnteiO92wOvE1WCYjMC_w,4.0,381,2,2.5,1,1.0,390,4.051282051282051,0.7230769230769231,1.6666666666666667,1,6,0,0,0,0,0,1,train
yhMpYBlu_yimn9sT-cIayA,4.5,30,1,1.0,1,2.0,31,4.516129032258065,2.7096774193548385,1.6666666666666667,1,3,0,0,0,0,0,1,prod
uvhX5n6AiIEx9lSiyCKxlg,4.0,268,3,3.5,1,1.0,280,4.171428571428572,0.9642857142857144,1.6666666666666667,1,31,0,0,0,0,1,1,prod
NOPk3f5TedR-fw9HO4VJlQ,4.0,27,1,0.0,1,1.0,28,3.7142857142857135,6.5,1.6666666666666667,1,6,0,1,0,0,0,0,val
PjWv-WZKYtkKbqOG0y83ZQ,4.0,25,1,3.0,1,2.0,25,4.24,2.24,1.6666666666666667,1,9,1,0,2,0,1,1,prod
ptXuSpg-ScJpAyE2QoLU4Q,3.5,88,3,4.0,1,1.0,90,3.488888888888889,2.1555555555555554,1.6666666666666667,1,14,1,0,0,0,1,0,train
cp3pRJJuQo0urJZm2inr_A,4.0,160,2,3.0,1,2.0,166,4.126506024096385,0.8012048192771084,1.6666666666666667,1,12,1,0,0,0,1,1,prod
36GHBB97lmuzFgW1VJnOKA,3.5,111,2,3.0,1,2.0,112,3.678571428571429,1.5982142857142858,1.6666666666666667,1,9,1,0,0,0,1,0,train
y6-J_UjNk69VNLb39c_5CA,3.0,165,2,2.5,1,3.0,167,2.9221556886227544,3.0838323353293413,1.6666666666666667,1,31,0,0,0,0,0,0,train
6TciI6uBdrd8z1av1YleLg,3.5,198,3,3.5,1,2.0,212,3.650943396226415,1.0,1.6666666666666667,1,19,0,0,0,0,1,0,train
74XfBwMSAUyhsofuvAZQ_w,3.5,133,2,2.5,1,2.0,140,3.321428571428572,0.8785714285714286,1.6666666666666667,1,9,0,0,0,0,0,0,prod
Hh8jUR0mtVXkAnv8XDZjyA,4.5,625,4,4.5,1,2.0,655,4.343511450381679,3.4106870229007638,1.6666666666666667,1,11,0,0,0,0,1,1,val
egnIRUFaiOFdXYReuproiw,4.0,17,3,3.0,1,,17,4.235294117647059,0.8823529411764706,1.6666666666666667,1,0,0,0,0,0,1,1,train
SJPnC_1BEXUxvU2Xvn9rug,4.0,168,2,2.0,1,2.0,175,3.988571428571429,3.4685714285714284,1.6666666666666667,1,5,0,0,0,0,0,0,prod
m3tc5lXPk0VQB8gjYANXIQ,4.0,218,2,2.5,1,2.0,225,3.8577777777777778,0.88,1.6666666666666667,1,12,0,0,0,0,0,0,prod
xVZh156d7aBvdSCeWaoPQg,4.0,392,2,2.5,1,2.0,430,4.195348837209302,1.1837209302325582,1.6666666666666667,1,10,0,0,0,0,0,1,prod
-vOvKRm0kK6r3moj2l10Lg,2.5,35,2,2.0,1,1.0,37,2.27027027027027,1.837837837837838,1.6666666666666667,1,1,0,0,0,0,0,0,prod
_CAtatmn5FKtMFXcyQyWdQ,1.5,26,2,2.5,1,1.0,27,1.5555555555555556,0.7777777777777778,1.6666666666666667,1,10,0,0,0,0,0,0,prod
47OfnYwhB3NTM8Tx_sNnbw,4.0,190,3,3.5,1,4.0,201,4.218905472636816,161.273631840796,1.6666666666666667,1,14,0,0,0,0,1,1,val
p7-OaCLAzVKL-dIH3Xz_rA,3.5,117,3,3.5,1,2.0,118,3.7203389830508473,1.2966101694915255,1.6666666666666667,1,20,0,0,0,0,1,0,val
5s7I0Khg7ReVzfO7niJtKg,4.5,602,3,3.5,1,2.0,638,4.363636363636363,1.358934169278997,1.6666666666666667,1,12,0,0,0,0,1,1,train
xEDY0QS9tGl5WhIBkZSqnw,4.5,378,3,3.5,1,2.0,399,4.25062656641604,1.2355889724310778,1.6666666666666667,1,17,0,0,0,0,1,1,prod
6rzuiMOivqs6Qc3VS1ugGg,1.5,31,2,2.0,1,1.0,33,1.7878787878787878,1.0909090909090908,1.6666666666666667,1,1,0,0,0,0,0,0,train
ChGPDq1tQBgJCLYNUj-PBg,2.5,11,2,2.5,1,1.0,12,2.75,0.25,1.6666666666666667,1,9,0,0,0,0,0,0,train
4RH0A9i8L_Ak5JzxLRzykg,2.0,121,2,3.5,1,2.0,124,1.935483870967742,0.5725806451612904,1.6666666666666667,1,8,0,0,1,0,1,0,prod
90G19JL8Sm5mvnFl2vlutw,3.5,74,2,2.5,1,2.0,78,3.6538461538461537,0.6794871794871795,1.6666666666666667,1,6,0,0,0,0,0,0,prod
b9bzEYHseU0ceo7-0XaXqg,3.5,61,2,2.0,1,2.0,62,3.661290322580645,0.4032258064516129,1.6666666666666667,1,3,0,0,0,0,0,0,prod
DSG_T9HfKqdWxzwMf3DS0A,2.5,32,1,1.0,1,2.0,32,2.40625,1.625,1.6666666666666667,1,2,0,0,0,0,0,0,prod
DkN2W-p8fc5P-nuHKs6Caw,4.0,133,2,2.5,1,2.0,138,4.115942028985507,1.5289855072463767,1.6666666666666667,1,14,0,0,0,0,0,1,prod
NgEy0AX40Yg4Bpon61wbEg,4.5,177,1,1.5,1,1.0,180,4.361111111111111,1.8666666666666667,1.6666666666666667,1,10,0,0,0,0,0,1,train
